bid,bname,prog_lang,x,x1,x2,x4
4327,Moodle 2 for Teaching 4-9 Year Olds Beginner's Guide,,,,,
4328,Moodle 1.9 Multimedia,,,,,
4329,Moodle 1.9 for Design and Technology,,,,,
4330,History Teaching with Moodle 2,,,,,
4331,Moodle 1.9 Testing and Assessment,,,,,
4332,Moodle 2.5 Multimedia,,,,,
4333,Moodle 1.9 Top Extensions Cookbook,,,,,
4334,WordPress for Education,,,,,
4335,"Learning Joomla! 1.5 Extension Development: Creating Modules, Components, and Plugins with PHP",,,,,
4336,WordPress Plugin Development: Beginner's Guide,,,,,
4337,Instant Building Multi-Page Forms with Yii How-to,,,,,
4338,CakePHP 2 Application Cookbook,,,,,
4339,CodeIgniter for Rapid PHP Application Development,,,,,
4340,CodeIgniter 1.7,,,,,
4341,CouchDB and PHP Web Development Beginner's Guide,,,,,
4342,Laravel Application Development Cookbook,,,,,
4343,Laravel 5.x Cookbook,,,,,
4344,Learning Laravel 4 Application Development,,,,,
4345,Learning Laravel's Eloquent,,,,,
4346,Mastering Laravel,,,,,
4347,PHP and MongoDB Web Development Beginner's Guide,,,,,
4348,PHP Application Development with NetBeans: Beginner's Guide,,,,,
4349,"PHP Oracle Web Development: Data processing, Security, Caching, XML, Web Services, and Ajax",,,,,
4350,Phalcon Cookbook,,,,,
4351,Learning Phalcon PHP,,,,,
4352,Mastering Symfony,,,,,
4353,Yii2 Application Development Cookbook - Third Edition,,,,,
4354,Mastering Yii,,,,,
4355,PHP Reactive Programming,,,,,
4356,Persistence in PHP with Doctrine ORM,,,,,
4357,Learning PHP 7,,,,,
4358,Laravel Starter,,,,,
4359,Yii Project Blueprints,,,,,
4360,Web Application Development with Yii 2 and PHP,,,,,
4361,The Applied AI and Natural Language Processing Workshop,,,,,
4362,IBM Watson Projects,,,,,
4363,The Applied Artificial Intelligence Workshop,,,,,
4364,Hands-On Intelligent Agents with OpenAI Gym,,,,,
4365,The Artificial Intelligence Infrastructure Workshop,,,,,
4366,Artificial Intelligence for IoT Cookbook,,,,,
4367,Artificial Intelligence for Robotics,,,,,
4368,Mobile Artificial Intelligence Projects,,,,,
4369,Hands-On Genetic Algorithms with Python,,,,,
4370,Artificial Intelligence with Python - Second Edition,,,,,
4371,Hands-On Artificial Intelligence for Banking,,,,,
4372,Python Artificial Intelligence Projects for Beginners,,,,,
4373,Artificial Intelligence By Example,,,,,
4374,Artificial Intelligence and Machine Learning Fundamentals,,,,,
4375,Learn TensorFlow Enterprise,,,,,
4376,Hands-On Artificial Intelligence for Search,,,,,
4377,Hands-On Image Processing with Python,,,,,
4378,Learning OpenCV 4 Computer Vision with Python 3 - Third Edition,,,,,
4379,Raspberry Pi Computer Vision Programming - Second Edition,,,,,
4380,Mastering OpenCV 4 with Python,,,,,
4381,OpenCV 4 with Python Blueprints - Second Edition,,,,,
4382,OpenCV 3 Computer Vision with Python Cookbook,,,,,
4383,Practical Computer Vision,,,,,
4384,OpenCV with Python By Example,,,,,
4385,OpenCV 3.x with Python By Example - Second Edition,,,,,
4386,Computer Vision Projects with OpenCV and Python 3,,,,,
4387,OpenCV with Python Blueprints,,,,,
4388,OpenCV Computer Vision with Python,,,,,
4389,OpenCV Computer Vision Application Programming Cookbook Second Edition,,,,,
4390,Learning OpenCV 3 Computer Vision with Python - Second Edition,,,,,
4391,Computer Vision with Python 3,,,,,
4392,OpenCV: Computer Vision Projects with Python,,,,,
4393,Modern Computer Vision with PyTorch,,,,,
4394,Raspberry Pi Computer Vision Programming,,,,,
4395,TensorFlow 2.0 Computer Vision Cookbook,,,,,
4396,Hands-On Image Generation with TensorFlow,,,,,
4397,Hands-On Computer Vision with TensorFlow 2,,,,,
4398,Mastering Computer Vision with TensorFlow 2.x,,,,,
4399,Amazon Redshift Cookbook,,,,,
4400,Data Engineering with AWS,,,,,
4401,Practical Data Analysis - Second Edition,,,,,
4402,Scalable Data Streaming with Amazon Kinesis,,,,,
4403,Learning Jupyter 5 - Second Edition,,,,,
4404,IPython Interactive Computing and Visualization Cookbook - Second Edition,,,,,
4405,Jupyter Cookbook,,,,,
4406,Jupyter for Data Science,,,,,
4407,Learning Jupyter,,,,,
4408,Practical Data Analysis,,,,,
4409,Python Text Processing with NLTK 2.0 Cookbook,,,,,
4410,Hands-On Financial Trading with Python,,,,,
4411,Data Wrangling with Python,,,,,
4412,Hands-On Data Analysis with NumPy and Pandas,,,,,
4413,NumPy Essentials,,,,,
4414,NumPy: Beginner's Guide - Third Edition,,,,,
4415,NumPy Cookbook - Second Edition,,,,,
4416,NumPy Beginner's Guide - Second Edition,,,,,
4417,Getting Started with Python Data Analysis,,,,,
4418,Python: Data Analytics and Visualization,,,,,
4419,Python Data Science Essentials,,,,,
4420,Mastering Python Scientific Computing,,,,,
4421,Python Data Analysis - Third Edition,,,,,
4422,Practical Data Analysis using Jupyter Notebook,,,,,
4423,Beginning Data Science with Python and Jupyter,,,,,
4424,Hands-On Exploratory Data Analysis with Python,,,,,
4425,Hands-On Data Analysis with Pandas,,,,,
4426,Learning pandas - Second Edition,,,,,
4427,Pandas Cookbook,,,,,
4428,Mastering pandas for Finance,,,,,
4429,Mastering pandas,,,,,
4430,Introduction to DevOps with Kubernetes,,,,,
4431,Learning pandas,,,,,
4432,Python Data Analysis,,,,,
4433,Mastering Python Data Analysis,,,,,
4434,Practical Data Analysis Cookbook,,,,,
4435,Mastering Exploratory Analysis with pandas,,,,,
4436,Python: End-to-end Data Analysis,,,,,
4437,Become a Python Data Analyst,,,,,
4438,Python Data Analysis - Second Edition,,,,,
4439,SciPy Recipes,,,,,
4440,Scientific Computing with Python 3,,,,,
4441,Hands-On Data Science with Anaconda,,,,,
4442,Snowflake Cookbook,,,,,
4443,Building Data Science Applications with FastAPI,,,,,
4444,Data Science for Marketing Analytics - Second Edition,,,,,
4445,The Data Analysis Workshop,,,,,
4446,The Applied Data Science Workshop - Second Edition,,,,,
4447,Applied Data Science with Python and Jupyter,,,,,
4448,Data Science with Python,,,,,
4449,Data Science Projects with Python,,,,,
4450,NumPy Cookbook,,,,,
4451,Learning NumPy Array,,,,,
4452,Mastering Python for Data Science,,,,,
4453,Hands-On Generative Adversarial Networks with PyTorch 1.x,,,,,
4454,The Data Science Workshop - Second Edition,,,,,
4455,Python Data Science Essentials - Third Edition,,,,,
4456,Deep Learning for Beginners,,,,,
4457,Automated Machine Learning with AutoKeras,,,,,
4458,The Deep Learning with Keras Workshop,,,,,
4459,Machine Learning Automation with TPOT,,,,,
4460,Generative Adversarial Networks Projects,,,,,
4461,Advanced Deep Learning with Keras,,,,,
4462,Practical Convolutional Neural Networks,,,,,
4463,Deep Learning for Computer Vision,,,,,
4464,Deep Learning with Keras,,,,,
4465,Keras Deep Learning Cookbook,,,,,
4466,Codeless Deep Learning with KNIME,,,,,
4467,Deep Learning with Microsoft Cognitive Toolkit Quick Start Guide,,,,,
4468,The Computer Vision Workshop,,,,,
4469,Mastering PyTorch,,,,,
4470,Deep Learning with fastai Cookbook,,,,,
4471,The Deep Learning with PyTorch Workshop,,,,,
4472,Deep Learning with PyTorch Quick Start Guide,,,,,
4473,PyTorch Deep Learning Hands-On,,,,,
4474,Deep Learning with PyTorch,,,,,
4475,The TensorFlow Workshop,,,,,
4476,Deep Learning with TensorFlow 2 and Keras - Second Edition,,,,,
4477,Advanced Deep Learning with Python,,,,,
4478,Applied Deep Learning and Computer Vision for Self-Driving Cars,,,,,
4479,The Deep Learning Workshop,,,,,
4480,"Mobile Deep Learning with TensorFlow Lite, ML Kit and Flutter",,,,,
4481,The Applied TensorFlow and Keras Workshop,,,,,
4482,Deep Learning Quick Reference,,,,,
4483,Hands-On Python Deep Learning for the Web,,,,,
4484,Hands-On Deep Learning for IoT,,,,,
4485,Hands-On Convolutional Neural Networks with TensorFlow,,,,,
4486,Hands-On Transfer Learning with Python,,,,,
4487,Hands-On Deep Learning Architectures with Python,,,,,
4488,Python Deep Learning - Second Edition,,,,,
4489,TensorFlow Deep Learning Projects,,,,,
4490,Deep Learning with TensorFlow - Second Edition,,,,,
4491,Python Deep Learning Cookbook,,,,,
4492,Hands-On Deep Learning for Images with TensorFlow,,,,,
4493,Hands-On Deep Learning with TensorFlow,,,,,
4494,Deep Learning with TensorFlow,,,,,
4495,Deep Learning By Example,,,,,
4496,Python Deep Learning,,,,,
4497,Beginning Application Development with TensorFlow and Keras,,,,,
4498,TensorFlow 1.x Deep Learning Cookbook,,,,,
4499,Hands-On Deep Learning for Games,,,,,
4500,ArcGIS Pro 2.x Cookbook,,,,,
4501,ArcPy and ArcGIS - Second Edition,,,,,
4502,Mastering ArcGIS Enterprise Administration,,,,,
4503,Mapping with ArcGIS Pro,,,,,
4504,Spatial Analytics with ArcGIS,,,,,
4505,Programming ArcGIS with Python Cookbook - Second Edition,,,,,
4506,ArcGIS By Example,,,,,
4507,Learning ArcGIS Pro,,,,,
4508,Learning ArcGIS for Desktop,,,,,
4509,ArcGIS Blueprints,,,,,
4510,Programming ArcGIS 10.1 with Python Cookbook,,,,,
4511,ArcGIS for Desktop Cookbook,,,,,
4512,ArcPy and ArcGIS - Geospatial Analysis with Python,,,,,
4513,Matplotlib for Python Developers,,,,,
4514,Geospatial Development By Example with Python,,,,,
4515,OpenLayers 3: Beginner's Guide,,,,,
4516,Python Geospatial Development - Third Edition,,,,,
4517,Python Geospatial Development - Second Edition,,,,,
4518,Python Geospatial Development,,,,,
4519,Learning Geospatial Analysis with Python,,,,,
4520,Learning Geospatial Analysis with Python - Third Edition,,,,,
4521,Mastering Geospatial Development with QGIS 3.x - Third Edition,,,,,
4522,Learn QGIS - Fourth Edition,,,,,
4523,QGIS Python Programming Cookbook - Second Edition,,,,,
4524,QGIS Python Programming Cookbook,,,,,
4525,Practical GIS,,,,,
4526,QGIS:Becoming a GIS Power User,,,,,
4527,QGIS By Example,,,,,
4528,QGIS Blueprints,,,,,
4529,Geospatial Data Science Quick Start Guide,,,,,
4530,Python Geospatial Analysis Essentials,,,,,
4531,Python Geospatial Development Essentials,,,,,
4532,Amazon SageMaker Best Practices,,,,,
4533,Practical Machine Learning,,,,,
4534,Practical Machine Learning Cookbook,,,,,
4535,Learn Amazon SageMaker - Second Edition,,,,,
4536,Machine Learning with Amazon SageMaker Cookbook,,,,,
4537,Learn Amazon SageMaker,,,,,
4538,Effective Amazon Machine Learning,,,,,
4539,Azure Data Scientist Associate Certification Guide,,,,,
4540,AWS Certified Machine Learning Specialty: MLS-C01 Certification Guide,,,,,
4541,Automated Machine Learning,,,,,
4542,Microsoft Azure Machine Learning,,,,,
4543,Machine Learning with BigQuery ML,,,,,
4544,Agile Machine Learning with DataRobot,,,,,
4545,The Machine Learning Workshop - Second Edition,,,,,
4546,The Unsupervised Learning Workshop,,,,,
4547,The Supervised Learning Workshop - Second Edition,,,,,
4548,Hands-On Machine Learning with scikit-learn and Scientific Python Toolkits,,,,,
4549,Hands-On Recommendation Systems with Python,,,,,
4550,Feature Engineering Made Easy,,,,,
4551,Python Machine Learning Cookbook - Second Edition,,,,,
4552,Hands-On Unsupervised Learning with Python,,,,,
4553,Hands-On Ensemble Learning with Python,,,,,
4554,Mastering Probabilistic Graphical Models Using Python,,,,,
4555,Mastering Machine Learning with scikit-learn - Second Edition,,,,,
4556,scikit-learn Cookbook - Second Edition,,,,,
4557,Building Machine Learning Systems with Python - Third Edition,,,,,
4558,Machine Learning with scikit-learn Quick Start Guide,,,,,
4559,Python Machine Learning By Example,,,,,
4560,Machine Learning Solutions,,,,,
4561,Building Machine Learning Systems with Python,,,,,
4562,Test-Driven Machine Learning,,,,,
4563,Machine Learning Fundamentals,,,,,
4564,scikit-learn: Machine Learning Simplified,,,,,
4565,Machine Learning for Developers,,,,,
4566,Python Machine Learning Blueprints: Intuitive data projects you can relate to,,,,,
4567,scikit-learn Cookbook,,,,,
4568,Designing Machine Learning Systems with Python,,,,,
4569,Learning scikit-learn: Machine Learning in Python,,,,,
4570,Mastering Machine Learning with scikit-learn,,,,,
4571,Machine Learning for Algorithmic Trading - Second Edition,,,,,
4572,Python Machine Learning - Third Edition,,,,,
4573,The Machine Learning Solutions Architect Handbook,,,,,
4574,Interpretable Machine Learning with Python,,,,,
4575,Mastering Machine Learning Algorithms - Second Edition,,,,,
4576,Python Machine Learning By Example - Second Edition,,,,,
4577,Machine Learning Using TensorFlow Cookbook,,,,,
4578,Hands-On Machine Learning for Algorithmic Trading,,,,,
4579,Python Machine Learning - Second Edition,,,,,
4580,Hands-On One-shot Learning with Python,,,,,
4581,Ensemble Machine Learning Cookbook,,,,,
4582,Machine Learning Quick Reference,,,,,
4583,Intelligent Mobile Projects with TensorFlow,,,,,
4584,TensorFlow 2.0 Quick Start Guide,,,,,
4585,Machine Learning Projects for Mobile Applications,,,,,
4586,TensorFlow Machine Learning Cookbook,,,,,
4587,Mastering TensorFlow 1.x,,,,,
4588,What's New in TensorFlow 2.0,,,,,
4589,Machine Learning with TensorFlow 1.x,,,,,
4590,Building Machine Learning Projects with TensorFlow,,,,,
4591,Getting Started with TensorFlow,,,,,
4592,Natural Language Processing with AWS AI Services,,,,,
4593,Getting Started with Google BERT,,,,,
4594,fastText Quick Start Guide,,,,,
4595,The Natural Language Processing Workshop - Second Edition,,,,,
4596,Natural Language Processing Fundamentals,,,,,
4597,Hands-On Natural Language Processing with Python,,,,,
4598,Natural Language Processing: Python and NLTK,,,,,
4599,NLTK Essentials,,,,,
4600,Python Text Processing with NLTK 2.0 Cookbook: LITE,,,,,
4601,Exploring GPT-3,,,,,
4602,Natural Language Processing with Python Quick Start Guide,,,,,
4603,Mastering spaCy,,,,,
4604,Natural Language Processing and Computational Linguistics,,,,,
4605,Python Natural Language Processing Cookbook,,,,,
4606,Hands-On Python Natural Language Processing,,,,,
4607,Natural Language Processing with TensorFlow,,,,,
4608,Secret Recipes of the Python Ninja,,,,,
4609,MicroPython Cookbook,,,,,
4610,Advanced Deep Learning with TensorFlow 2 and Keras - Second Edition,,,,,
4611,Artificial Intelligence By Example - Second Edition,,,,,
4612,Python Programming for Arduino,,,,,
4613,Arduino by Example,,,,,
4614,Banana Pro Blueprints,,,,,
4615,BeagleBone Media Center,,,,,
4616,BeagleBone By Example,,,,,
4617,Raspberry Pi 3 Cookbook for Python Programmers - Third Edition,,,,,
4618,Internet of Things with Raspberry Pi 3,,,,,
4619,Raspberry Pi Zero Cookbook,,,,,
4620,Raspberry Pi By Example,,,,,
4621,Python Programming with Raspberry Pi,,,,,
4622,Raspberry Pi Super Cluster,,,,,
4623,Raspberry Pi for Python Programmers Cookbook - Second Edition,,,,,
4624,Raspberry Pi Cookbook for Python Programmers,,,,,
4625,Raspberry Pi Projects for Kids - Second Edition,,,,,
4626,Getting Started with Raspberry Pi Zero,,,,,
4627,Raspberry Pi Blueprints,,,,,
4628,Raspberry Pi for Secret Agents - Second Edition,,,,,
4629,Getting Started with Python and Raspberry Pi,,,,,
4630,Internet of Things with Python,,,,,
4631,Smart Internet of Things Projects,,,,,
4632,Learning Raspbian,,,,,
4633,Using Yocto Project with BeagleBone Black,,,,,
4634,Big Data Visualization,,,,,
4635,Big Data Analytics with R,,,,,
4636,Big Data Analytics with R and Hadoop,,,,,
4637,Hands-On Exploratory Data Analysis with R,,,,,
4638,Data Analysis with R - Second Edition,,,,,
4639,Mastering R for Quantitative Finance,,,,,
4640,RStudio for R Statistical Computing Cookbook,,,,,
4641,R Data Analysis Projects,,,,,
4642,R Data Analysis Cookbook,,,,,
4643,R Data Mining,,,,,
4644,Mastering Social Media Mining with R,,,,,
4645,Hands-On Data Science with R,,,,,
4646,R for Data Science Cookbook,,,,,
4647,R Data Science Essentials,,,,,
4648,Smarter Decisions - The Intersection of Internet of Things and Decision Science,,,,,
4649,R Data Visualization Recipes,,,,,
4650,Applied Data Visualization with R and ggplot2,,,,,
4651,ggplot2 Essentials,,,,,
4652,Instant Heat Maps in R How-to,,,,,
4653,R Data Visualization Cookbook,,,,,
4654,Hands-On Dashboard Development with Shiny,,,,,
4655,Advanced Deep Learning with R,,,,,
4656,Deep Learning with R Cookbook,,,,,
4657,R Deep Learning Essentials - Second Edition,,,,,
4658,R Deep Learning Essentials,,,,,
4659,Hands-On Deep Learning with R,,,,,
4660,R Deep Learning Cookbook,,,,,
4661,R Deep Learning Projects,,,,,
4662,Apache Spark Machine Learning Blueprints,,,,,
4663,Machine Learning with R - Third Edition,,,,,
4664,Machine Learning with R Cookbook - Second Edition,,,,,
4665,Practical Machine Learning with R,,,,,
4666,Machine Learning with R Quick Start Guide,,,,,
4667,R Machine Learning By Example,,,,,
4668,Building a Recommendation System with R,,,,,
4669,Mastering Machine Learning with R,,,,,
4670,Unsupervised Learning with R,,,,,
4671,R Machine Learning Projects,,,,,
4672,"R: Recipes for Analysis, Visualization and Machine Learning",,,,,
4673,Predictive Analytics Using Rattle and Qlik Sense,,,,,
4674,Mastering Predictive Analytics with R,,,,,
4675,Practical Predictive Analytics,,,,,
4676,Learning R Programming,,,,,
4677,Free PDF eBook: What you need to know about R,,,,,
4678,R Statistics Cookbook,,,,,
4679,Statistics for Data Science,,,,,
4680,Learning RStudio for R Statistical Computing,,,,,
4681,Microsoft Azure: Enterprise Application Development,,,,,
4682,Mastering SQL Queries for SAP Business One,,,,,
4683,Big Data Forensics - Learning Hadoop Investigations,,,,,
4684,MySQL 8 for Big Data,,,,,
4685,Talend for Big Data,,,,,
4686,Expert Cube Development with Microsoft SQL Server 2008 Analysis Services,,,,,
4687,Oracle Business Intelligence Enterprise Edition 11g: A Hands-On Tutorial,,,,,
4688,Oracle Business Intelligence 11g R1 Cookbook,,,,,
4689,SQL Server 2016 Reporting Services Cookbook,,,,,
4690,Tabular Modeling with SQL Server 2016 Analysis Services Cookbook,,,,,
4691,Learning SQL Server Reporting Services 2012,,,,,
4692,SQL for Data Analytics,,,,,
4693,SQL Server 2017 Machine Learning Services with R,,,,,
4694,Microsoft SQL Server 2012 with Hadoop,,,,,
4695,Learning Cloudera Impala,,,,,
